0,0,H0
1,-2147483348,H8000012C
2,1280,H500
3,0,H0
4,0,H0
5,2000,H7D0
6,2000,H7D0
7,0,H0
8,0,H0
9,32767,H7FFF
10,0,H0
11,0,H0
12,0,H0
13,32767,H7FFF
14,0,H0
15,0,H0
16,0,H0
17,32767,H7FFF
18,0,H0
19,0,H0
20,0,H0
21,32767,H7FFF
22,0,H0
23,0,H0
24,0,H0
25,32767,H7FFF
26,0,H0
27,0,H0
28,0,H0
29,32767,H7FFF
30,0,H0
31,0,H0
32,0,H0
33,32767,H7FFF
34,0,H0
35,0,H0
36,0,H0
37,32767,H7FFF
38,0,H0
39,0,H0
40,0,H0
41,32767,H7FFF
42,0,H0
43,0,H0
44,0,H0
45,32767,H7FFF
46,0,H0
47,0,H0
48,0,H0
49,32767,H7FFF
50,0,H0
51,0,H0
52,0,H0
53,32767,H7FFF
54,0,H0
55,0,H0
56,0,H0
57,32767,H7FFF
58,0,H0
59,-1,HFFFFFFFF
60,0,H0
61,32767,H7FFF
62,0,H0
63,0,H0
64,0,H0
65,32767,H7FFF
66,0,H0
67,0,H0
68,0,H0
69,32767,H7FFF
70,0,H0
71,0,H0
72,0,H0
73,32767,H7FFF
74,0,H0
75,0,H0
76,0,H0
77,32767,H7FFF
78,0,H0
79,0,H0
80,161,HA1
81,1,H1
82,1000,H3E8
83,1000,H3E8
84,-1000,HFFFFFC18
85,-1000,HFFFFFC18
86,49,H31
87,0,H0
88,0,H0
89,0,H0
90,-1073738824,HC0000BB8
91,3000,HBB8
92,5000,H1388
93,0,H0
94,32767,H7FFF
95,0,H0
96,0,H0
97,32767,H7FFF
98,0,H0
99,-1,HFFFFFFFF
100,-1,HFFFFFFFF
101,-1,HFFFFFFFF
102,-1,HFFFFFFFF
103,-1,HFFFFFFFF
104,-1,HFFFFFFFF
105,-1,HFFFFFFFF
106,-1,HFFFFFFFF
107,-1,HFFFFFFFF
108,-1,HFFFFFFFF
109,-1,HFFFFFFFF
110,0,H0
111,-1,HFFFFFFFF
112,-1,HFFFFFFFF
113,-1,HFFFFFFFF
114,-1,HFFFFFFFF
115,-1,HFFFFFFFF
116,-1,HFFFFFFFF
117,-1,HFFFFFFFF
118,-1,HFFFFFFFF
119,-1,HFFFFFFFF
120,-1,HFFFFFFFF
121,-1,HFFFFFFFF
122,-1,HFFFFFFFF
123,-1,HFFFFFFFF
124,-1,HFFFFFFFF
125,-1,HFFFFFFFF
126,-1,HFFFFFFFF
127,-1,HFFFFFFFF
128,-1,HFFFFFFFF
129,-1,HFFFFFFFF
130,-1,HFFFFFFFF
131,-1,HFFFFFFFF
132,-1,HFFFFFFFF
133,-1,HFFFFFFFF
134,-1,HFFFFFFFF
135,-1,HFFFFFFFF
136,-1,HFFFFFFFF
137,-1,HFFFFFFFF
138,-1,HFFFFFFFF
139,-1,HFFFFFFFF
140,-1,HFFFFFFFF
141,-1,HFFFFFFFF
142,-1,HFFFFFFFF
143,-1,HFFFFFFFF
144,-1,HFFFFFFFF
145,-1,HFFFFFFFF
146,-1,HFFFFFFFF
147,-1,HFFFFFFFF
148,-1,HFFFFFFFF
149,-1,HFFFFFFFF
150,-1,HFFFFFFFF
151,-1,HFFFFFFFF
152,-1,HFFFFFFFF
153,-1,HFFFFFFFF
154,-1,HFFFFFFFF
155,-1,HFFFFFFFF
156,-1,HFFFFFFFF
157,-1,HFFFFFFFF
158,-1,HFFFFFFFF
159,-1,HFFFFFFFF
160,-1,HFFFFFFFF
161,-1,HFFFFFFFF
162,-1,HFFFFFFFF
163,-1,HFFFFFFFF
164,-1,HFFFFFFFF
165,-1,HFFFFFFFF
166,-1,HFFFFFFFF
167,-1,HFFFFFFFF
168,-1,HFFFFFFFF
169,-1,HFFFFFFFF
170,-1,HFFFFFFFF
171,-1,HFFFFFFFF
172,-1,HFFFFFFFF
173,-1,HFFFFFFFF
174,-1,HFFFFFFFF
175,-1,HFFFFFFFF
176,-1,HFFFFFFFF
177,-1,HFFFFFFFF
178,-1,HFFFFFFFF
179,-1,HFFFFFFFF
180,-1,HFFFFFFFF
181,-1,HFFFFFFFF
182,-1,HFFFFFFFF
183,-1,HFFFFFFFF
184,-1,HFFFFFFFF
185,-1,HFFFFFFFF
186,-1,HFFFFFFFF
187,-1,HFFFFFFFF
188,-1,HFFFFFFFF
189,-1,HFFFFFFFF
190,-1,HFFFFFFFF
191,-1,HFFFFFFFF
192,-1,HFFFFFFFF
193,-1,HFFFFFFFF
194,-1,HFFFFFFFF
195,-1,HFFFFFFFF
196,-1,HFFFFFFFF
197,-1,HFFFFFFFF
198,-1,HFFFFFFFF
199,-1,HFFFFFFFF
200,0,H0
201,0,H0
202,0,H0
203,0,H0
204,0,H0
205,0,H0
206,0,H0
207,0,H0
208,0,H0
209,0,H0
210,0,H0
211,-1,HFFFFFFFF
212,0,H0
213,-1,HFFFFFFFF
214,-1,HFFFFFFFF
215,-1,HFFFFFFFF
216,-1,HFFFFFFFF
217,-1,HFFFFFFFF
218,-1,HFFFFFFFF
219,-1,HFFFFFFFF
220,-1,HFFFFFFFF
221,-1,HFFFFFFFF
222,-1,HFFFFFFFF
223,2500,H9C4
224,1,H1
225,0,H0
226,0,H0
227,0,H0
228,0,H0
229,0,H0
230,0,H0
231,0,H0
232,0,H0
233,0,H0
234,0,H0
235,0,H0
236,0,H0
237,0,H0
238,0,H0
239,0,H0
240,0,H0
241,0,H0
242,0,H0
243,0,H0
244,175,HAF
245,0,H0
246,0,H0
247,0,H0
248,2500,H9C4
249,1,H1
250,-1,HFFFFFFFF
251,-1,HFFFFFFFF
252,-1,HFFFFFFFF
253,-1,HFFFFFFFF
254,-1,HFFFFFFFF
255,-1,HFFFFFFFF
256,-1,HFFFFFFFF
257,-1,HFFFFFFFF
258,-1,HFFFFFFFF
259,-1,HFFFFFFFF
260,-1,HFFFFFFFF
261,-1,HFFFFFFFF
262,-1,HFFFFFFFF
263,-1,HFFFFFFFF
264,-1,HFFFFFFFF
265,-1,HFFFFFFFF
266,-1,HFFFFFFFF
267,-1,HFFFFFFFF
268,-1,HFFFFFFFF
269,-1,HFFFFFFFF
270,-1,HFFFFFFFF
271,-1,HFFFFFFFF
272,-1,HFFFFFFFF
273,-1,HFFFFFFFF
274,-1,HFFFFFFFF
275,-1,HFFFFFFFF
276,-1,HFFFFFFFF
277,-1,HFFFFFFFF
278,-1,HFFFFFFFF
279,-1,HFFFFFFFF
280,-1,HFFFFFFFF
281,-1,HFFFFFFFF
282,-1,HFFFFFFFF
283,-1,HFFFFFFFF
284,-1,HFFFFFFFF
285,-1,HFFFFFFFF
286,-1,HFFFFFFFF
287,-1,HFFFFFFFF
288,-1,HFFFFFFFF
289,-1,HFFFFFFFF
290,-1,HFFFFFFFF
291,-1,HFFFFFFFF
292,-1,HFFFFFFFF
293,-1,HFFFFFFFF
294,-1,HFFFFFFFF
295,-1,HFFFFFFFF
296,-1,HFFFFFFFF
297,-1,HFFFFFFFF
298,-1,HFFFFFFFF
299,-1,HFFFFFFFF
300,33333333,H1FCA055
301,16666666,HFE502A
302,-1,HFFFFFFFF
303,-1,HFFFFFFFF
304,-1,HFFFFFFFF
305,-1,HFFFFFFFF
306,-1,HFFFFFFFF
307,-1,HFFFFFFFF
308,-1,HFFFFFFFF
309,-1,HFFFFFFFF
310,16666666,HFE502A
311,12,HC
312,0,H0
313,823197695,H3110FFFF
314,17,H11
315,0,H0
316,0,H0
317,-1,HFFFFFFFF
318,2000,H7D0
319,1600,H640
320,1,H1
321,0,H0
322,100,H64
323,0,H0
324,0,H0
325,0,H0
326,0,H0
327,0,H0
328,1,H1
329,500,H1F4
330,30000,H7530
331,-1,HFFFFFFFF
332,-1,HFFFFFFFF
333,-1,HFFFFFFFF
334,-1,HFFFFFFFF
335,-1,HFFFFFFFF
336,-1,HFFFFFFFF
337,-1,HFFFFFFFF
338,-1,HFFFFFFFF
339,-1,HFFFFFFFF
340,300,H12C
341,6000,H1770
342,6000,H1770
343,6000,H1770
344,1000,H3E8
345,1000,H3E8
346,1000,H3E8
347,175,HAF
348,0,H0
349,800,H320
350,0,H0
351,-55,HFFFFFFC9
352,900,H384
353,1200,H4B0
354,8000,H1F40
355,-10000,HFFFFD8F0
356,-1,HFFFFFFFF
357,10,HA
358,0,H0
359,0,H0
360,0,H0
361,5000,H1388
362,0,H0
363,-1,HFFFFFFFF
364,258,H102
365,258,H102
366,720,H2D0
367,960,H3C0
368,32767,H7FFF
369,32767,H7FFF
370,32767,H7FFF
371,32767,H7FFF
372,-1,HFFFFFFFF
373,-1,HFFFFFFFF
374,-1,HFFFFFFFF
375,-1,HFFFFFFFF
376,-1,HFFFFFFFF
377,-1,HFFFFFFFF
378,268435456,H10000000
379,536870912,H20000000
380,0,H0
381,0,H0
382,0,H0
383,0,H0
384,0,H0
385,0,H0
386,0,H0
387,0,H0
388,0,H0
389,0,H0
390,750,H2EE
391,21,H15
392,1000,H3E8
393,250,HFA
394,1,H1
395,16777216,H1000000
396,-1,HFFFFFFFF
397,-1,HFFFFFFFF
398,-1,HFFFFFFFF
399,-1,HFFFFFFFF
400,-1,HFFFFFFFF
401,-1,HFFFFFFFF
402,-1,HFFFFFFFF
403,-1,HFFFFFFFF
404,0,H0
405,0,H0
406,-1,HFFFFFFFF
407,-1,HFFFFFFFF
408,-1,HFFFFFFFF
409,-1,HFFFFFFFF
410,-1,HFFFFFFFF
411,-1,HFFFFFFFF
412,-1,HFFFFFFFF
413,-1,HFFFFFFFF
414,0,H0
415,0,H0
416,-1,HFFFFFFFF
417,-1,HFFFFFFFF
418,-1,HFFFFFFFF
419,-1,HFFFFFFFF
420,-122,HFFFFFF86
421,-1,HFFFFFFFF
422,1000,H3E8
423,571517962,H2210AC0A
424,8782,H224E
425,-1,HFFFFFFFF
426,-1,HFFFFFFFF
427,524288,H80000
428,4,H4
429,7,H7
430,54227,HD3D3
431,456261632,H1B320000
432,-1,HFFFFFFFF
433,-1,HFFFFFFFF
434,-1,HFFFFFFFF
435,-1,HFFFFFFFF
436,-1,HFFFFFFFF
437,-1,HFFFFFFFF
438,-1,HFFFFFFFF
439,-1,HFFFFFFFF
440,-1,HFFFFFFFF
441,-1,HFFFFFFFF
442,30,H1E
443,1,H1
444,1,H1
445,-1,HFFFFFFFF
446,-1,HFFFFFFFF
447,1010216512,H3C36AE40
448,788028800,H2EF85D80
449,4,H4
450,5000,H1388
451,25000,H61A8
452,-1,HFFFFFFFF
453,-1,HFFFFFFFF
454,-1,HFFFFFFFF
455,-1,HFFFFFFFF
456,-1,HFFFFFFFF
457,-1,HFFFFFFFF
458,-1,HFFFFFFFF
459,-1,HFFFFFFFF
460,-1,HFFFFFFFF
461,-1,HFFFFFFFF
462,-1,HFFFFFFFF
463,-1,HFFFFFFFF
464,-1,HFFFFFFFF
465,-1,HFFFFFFFF
466,-1,HFFFFFFFF
467,-1,HFFFFFFFF
468,-1,HFFFFFFFF
469,-1,HFFFFFFFF
470,-1,HFFFFFFFF
471,-1,HFFFFFFFF
472,-1,HFFFFFFFF
473,-1,HFFFFFFFF
474,-1,HFFFFFFFF
475,-1,HFFFFFFFF
476,-1,HFFFFFFFF
477,-1,HFFFFFFFF
478,-1,HFFFFFFFF
479,-1,HFFFFFFFF
480,-1,HFFFFFFFF
481,-1,HFFFFFFFF
482,-1,HFFFFFFFF
483,-1,HFFFFFFFF
484,-1,HFFFFFFFF
485,-1,HFFFFFFFF
486,-1,HFFFFFFFF
487,-1,HFFFFFFFF
488,-1,HFFFFFFFF
489,-1,HFFFFFFFF
490,-1,HFFFFFFFF
491,-1,HFFFFFFFF
492,-1,HFFFFFFFF
493,-1,HFFFFFFFF
494,-1,HFFFFFFFF
495,-1,HFFFFFFFF
496,-1,HFFFFFFFF
497,-1,HFFFFFFFF
498,-1,HFFFFFFFF
499,-1,HFFFFFFFF
500,1,H1
501,1,H1
502,-2000,HFFFFF830
503,0,H0
504,0,H0
505,-1,HFFFFFFFF
506,-1,HFFFFFFFF
507,-1,HFFFFFFFF
508,-1,HFFFFFFFF
509,-1,HFFFFFFFF
510,-1,HFFFFFFFF
511,-1,HFFFFFFFF
